model_id,experiment_type,domain_config,domain_id,model_type,num_samples,num_parameters,max_steps,run_number,sequence_length,n_layer,n_head,n_embd,epochs,max_lr,task_id,compile,predict,eval_interval,checkpoint_interval,enforce_data_epochs,batch_size,choice_only,best_val_full_loss,best_val_full_loss_step,best_val_choice_loss,best_val_choice_loss_step,best_val_reward_loss,best_val_reward_loss_step
sweep,comparison,domains.ini,shared_A_C,GPT,38M,25984,37800,259,12,2,1,32,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7585045695304871,37800,0.2638149261474609,378,0.6143566966056824,378
sweep,comparison,domains.ini,shared_A_C,GPT,38M,25984,37800,260,12,2,1,32,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7585045695304871,37800,0.2638149261474609,378,0.6143566966056824,378
sweep,comparison,domains.ini,shared_A_C,GPT,38M,25984,75800,257,12,2,1,32,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7586312294006348,75800,0.2760386168956756,1516,0.660903811454773,758
sweep,comparison,domains.ini,shared_A_C,GPT,38M,25984,75800,258,12,2,1,32,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7586312294006348,75800,0.2760386168956756,1516,0.660903811454773,758
sweep,comparison,domains.ini,shared_A_C,GPT,38M,101120,37800,263,12,2,1,64,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7595254778862,18144,0.2907182276248932,756,0.629150927066803,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,101120,75800,261,12,2,1,64,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7604095935821533,66704,0.2833666205406189,1516,0.6291761994361877,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,101120,37800,264,12,2,1,64,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7595254778862,18144,0.2907182276248932,756,0.629150927066803,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,101120,75800,262,12,2,1,64,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7604095935821533,66704,0.2833666205406189,1516,0.6291761994361877,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,7040,37000,267,24,2,1,16,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7516236901283264,37000,0.2485237419605255,370,0.6381329298019409,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,7040,37000,268,24,2,1,16,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7516236901283264,37000,0.2485237419605255,370,0.6381329298019409,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,7040,74000,265,24,2,1,16,400,0.0006,,False,False,740,1000000.0,False,256,False,0.750165581703186,73260,0.285646378993988,2960,0.6470909118652344,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,7040,74000,266,24,2,1,16,400,0.0006,,False,False,740,1000000.0,False,256,False,0.750165581703186,73260,0.285646378993988,2960,0.6470909118652344,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,26368,37000,271,24,2,1,32,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7506564259529114,33300,0.2703064680099487,370,0.6079561114311218,370
sweep,comparison,domains.ini,shared_A_C,GPT,37M,26368,74000,269,24,2,1,32,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7507449388504028,70300,0.2803031206130981,740,0.6431906819343567,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,26368,74000,270,24,2,1,32,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7507449388504028,70300,0.2803031206130981,740,0.6431906819343567,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,26368,37000,272,24,2,1,32,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7506564259529114,33300,0.2703064680099487,370,0.6079561114311218,370
sweep,comparison,domains.ini,shared_A_C,GPT,37M,101888,37000,275,24,2,1,64,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7526004314422607,12580,0.2830080091953277,740,0.6194489598274231,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,101888,37000,276,24,2,1,64,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7526004314422607,12580,0.2830080091953277,740,0.6194489598274231,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,101888,74000,273,24,2,1,64,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7524784803390503,17760,0.2882715463638305,740,0.6194688081741333,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,101888,74000,274,24,2,1,64,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7524784803390503,17760,0.2882715463638305,740,0.6194688081741333,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,7424,35000,279,48,2,1,16,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7441542744636536,34650,0.2590536475181579,350,0.6130172610282898,700
sweep,comparison,domains.ini,shared_A_C,GPT,35M,7424,35000,280,48,2,1,16,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7441542744636536,34650,0.2590536475181579,350,0.6130172610282898,700
sweep,comparison,domains.ini,shared_A_C,GPT,35M,7424,70200,277,48,2,1,16,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7430725693702698,70200,0.2854230403900146,702,0.6229363083839417,702
sweep,comparison,domains.ini,shared_A_C,GPT,35M,7424,70200,278,48,2,1,16,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7430725693702698,70200,0.2854230403900146,702,0.6229363083839417,702
sweep,comparison,domains.ini,shared_A_C,GPT,35M,27136,35000,283,48,2,1,32,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7436785101890564,32900,0.2669819891452789,350,0.6168762445449829,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,27136,70200,281,48,2,1,32,400,0.0006,,False,False,702,1000000.0,False,256,False,0.743552029132843,31590,0.2853769659996032,19656,0.6468244194984436,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,27136,35000,284,48,2,1,32,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7436785101890564,32900,0.2669819891452789,350,0.6168762445449829,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,27136,70200,282,48,2,1,32,400,0.0006,,False,False,702,1000000.0,False,256,False,0.743552029132843,31590,0.2853769659996032,19656,0.6468244194984436,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,103424,35000,287,48,2,1,64,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7446004748344421,5250,0.284354418516159,3500,0.6235909461975098,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,103424,70200,285,48,2,1,64,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7447896599769592,14040,0.2864654958248138,4212,0.645534873008728,702
sweep,comparison,domains.ini,shared_A_C,GPT,35M,103424,35000,288,48,2,1,64,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7446004748344421,5250,0.284354418516159,3500,0.6235909461975098,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,103424,70200,286,48,2,1,64,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7447896599769592,14040,0.2864654958248138,4212,0.645534873008728,702
sweep,comparison,domains.ini,shared_A_C,GPT,38M,6848,37800,291,12,2,2,16,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7585521340370178,37800,0.2486298084259033,378,0.63167405128479,756
sweep,comparison,domains.ini,shared_A_C,GPT,38M,6848,37800,292,12,2,2,16,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7585521340370178,37800,0.2486298084259033,378,0.63167405128479,756
sweep,comparison,domains.ini,shared_A_C,GPT,38M,6848,75800,290,12,2,2,16,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7585365176200867,75800,0.2844329476356506,758,0.6398653388023376,758
sweep,comparison,domains.ini,shared_A_C,GPT,38M,25984,37800,295,12,2,2,32,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7584664225578308,37800,0.2641386687755584,378,0.6145108342170715,378
sweep,comparison,domains.ini,shared_A_C,GPT,38M,25984,37800,296,12,2,2,32,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7584664225578308,37800,0.2641386687755584,378,0.6145108342170715,378
sweep,comparison,domains.ini,shared_A_C,GPT,38M,25984,75800,293,12,2,2,32,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7586461305618286,75800,0.2783181965351105,1516,0.6599435806274414,758
sweep,comparison,domains.ini,shared_A_C,GPT,38M,101120,37800,299,12,2,2,64,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7596498727798462,19656,0.2903025150299072,756,0.6291431784629822,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,101120,37800,300,12,2,2,64,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7596498727798462,19656,0.2903025150299072,756,0.6291431784629822,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,101120,75800,297,12,2,2,64,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7617944478988647,28046,0.2807945609092712,1516,0.6291700601577759,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,101120,75800,298,12,2,2,64,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7617944478988647,28046,0.2807945609092712,1516,0.6291700601577759,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,7040,37000,303,24,2,2,16,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7509114742279053,37000,0.2485089600086212,370,0.6404823660850525,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,7040,37000,304,24,2,2,16,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7509114742279053,37000,0.2485089600086212,370,0.6404823660850525,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,7040,74000,301,24,2,2,16,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7509768605232239,74000,0.2877022325992584,740,0.648349404335022,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,7040,74000,302,24,2,2,16,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7509768605232239,74000,0.2877022325992584,740,0.648349404335022,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,26368,74000,305,24,2,2,32,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7519936561584473,63640,0.2845222949981689,1480,0.6432055830955505,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,26368,37000,307,24,2,2,32,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7511484026908875,24790,0.2704590559005737,370,0.608590304851532,370
sweep,comparison,domains.ini,shared_A_C,GPT,37M,26368,74000,306,24,2,2,32,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7519936561584473,63640,0.2845222949981689,1480,0.6432055830955505,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,26368,37000,308,24,2,2,32,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7511484026908875,24790,0.2704590559005737,370,0.608590304851532,370
sweep,comparison,domains.ini,shared_A_C,GPT,37M,101888,37000,311,24,2,2,64,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7537058591842651,11470,0.2835438847541809,740,0.6193891167640686,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,101888,74000,309,24,2,2,64,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7527731657028198,17760,0.2853367924690246,2220,0.6194081902503967,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,101888,74000,310,24,2,2,64,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7527731657028198,17760,0.2853367924690246,2220,0.6194081902503967,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,101888,37000,312,24,2,2,64,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7537058591842651,11470,0.2835438847541809,740,0.6193891167640686,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,7424,35000,315,48,2,2,16,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7425477504730225,35000,0.2590629160404205,350,0.6147911548614502,700
sweep,comparison,domains.ini,shared_A_C,GPT,35M,7424,35000,316,48,2,2,16,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7425477504730225,35000,0.2590629160404205,350,0.6147911548614502,700
sweep,comparison,domains.ini,shared_A_C,GPT,35M,7424,70200,313,48,2,2,16,400,0.0006,,False,False,702,1000000.0,False,256,False,0.742725133895874,69498,0.280999094247818,18954,0.6237802505493164,702
sweep,comparison,domains.ini,shared_A_C,GPT,35M,7424,70200,314,48,2,2,16,400,0.0006,,False,False,702,1000000.0,False,256,False,0.742725133895874,69498,0.280999094247818,18954,0.6237802505493164,702
sweep,comparison,domains.ini,shared_A_C,GPT,35M,27136,35000,320,48,2,2,32,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7441238760948181,25900,0.265976220369339,350,0.6175986528396606,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,27136,35000,319,48,2,2,32,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7441238760948181,25900,0.265976220369339,350,0.6175986528396606,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,27136,70200,317,48,2,2,32,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7440034747123718,32292,0.2825142443180084,9828,0.6468031406402588,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,27136,70200,318,48,2,2,32,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7440034747123718,32292,0.2825142443180084,9828,0.6468031406402588,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,103424,35000,323,48,2,2,64,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7436326742172241,4900,0.2808122634887695,3150,0.6235402822494507,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,103424,35000,324,48,2,2,64,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7436326742172241,4900,0.2808122634887695,3150,0.6235402822494507,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,103424,70200,321,48,2,2,64,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7450329661369324,14040,0.2844214141368866,5616,0.6444504857063293,702
sweep,comparison,domains.ini,shared_A_C,GPT,35M,103424,70200,322,48,2,2,64,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7450329661369324,14040,0.2844214141368866,5616,0.6444504857063293,702
sweep,comparison,domains.ini,shared_A_C,GPT,38M,6848,37800,327,12,2,2,16,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7585521340370178,37800,0.2486298084259033,378,0.63167405128479,756
sweep,comparison,domains.ini,shared_A_C,GPT,38M,6848,37800,328,12,2,2,16,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7585521340370178,37800,0.2486298084259033,378,0.63167405128479,756
sweep,comparison,domains.ini,shared_A_C,GPT,38M,6848,75800,326,12,2,2,16,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7585365176200867,75800,0.2844329476356506,758,0.6398653388023376,758
sweep,comparison,domains.ini,shared_A_C,GPT,38M,25984,37800,331,12,2,2,32,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7584664225578308,37800,0.2641386687755584,378,0.6145108342170715,378
sweep,comparison,domains.ini,shared_A_C,GPT,38M,25984,37800,332,12,2,2,32,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7584664225578308,37800,0.2641386687755584,378,0.6145108342170715,378
sweep,comparison,domains.ini,shared_A_C,GPT,38M,25984,75800,329,12,2,2,32,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7586461305618286,75800,0.2783181965351105,1516,0.6599435806274414,758
sweep,comparison,domains.ini,shared_A_C,GPT,38M,25984,75800,330,12,2,2,32,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7586461305618286,75800,0.2783181965351105,1516,0.6599435806274414,758
sweep,comparison,domains.ini,shared_A_C,GPT,38M,101120,37800,335,12,2,2,64,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7596498727798462,19656,0.2903025150299072,756,0.6291431784629822,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,101120,37800,336,12,2,2,64,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7596498727798462,19656,0.2903025150299072,756,0.6291431784629822,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,101120,75800,334,12,2,2,64,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7617944478988647,28046,0.2807945609092712,1516,0.6291700601577759,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,7040,37000,339,24,2,2,16,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7509114742279053,37000,0.2485089600086212,370,0.6404823660850525,740
sweep,comparison,domains.ini,shared_A_C,GPT,38M,101120,75800,333,12,2,2,64,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7617944478988647,28046,0.2807945609092712,1516,0.6291700601577759,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,7040,37000,340,24,2,2,16,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7509114742279053,37000,0.2485089600086212,370,0.6404823660850525,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,7040,74000,338,24,2,2,16,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7509768605232239,74000,0.2877022325992584,740,0.648349404335022,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,7040,74000,337,24,2,2,16,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7509768605232239,74000,0.2877022325992584,740,0.648349404335022,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,26368,37000,343,24,2,2,32,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7511484026908875,24790,0.2704590559005737,370,0.608590304851532,370
sweep,comparison,domains.ini,shared_A_C,GPT,37M,26368,74000,341,24,2,2,32,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7519936561584473,63640,0.2845222949981689,1480,0.6432055830955505,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,26368,74000,342,24,2,2,32,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7519936561584473,63640,0.2845222949981689,1480,0.6432055830955505,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,26368,37000,344,24,2,2,32,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7511484026908875,24790,0.2704590559005737,370,0.608590304851532,370
sweep,comparison,domains.ini,shared_A_C,GPT,37M,101888,37000,347,24,2,2,64,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7537058591842651,11470,0.2835438847541809,740,0.6193891167640686,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,101888,74000,345,24,2,2,64,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7527731657028198,17760,0.2853367924690246,2220,0.6194081902503967,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,101888,37000,348,24,2,2,64,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7537058591842651,11470,0.2835438847541809,740,0.6193891167640686,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,101888,74000,346,24,2,2,64,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7527731657028198,17760,0.2853367924690246,2220,0.6194081902503967,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,7424,35000,352,48,2,2,16,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7425477504730225,35000,0.2590629160404205,350,0.6147911548614502,700
sweep,comparison,domains.ini,shared_A_C,GPT,35M,7424,35000,351,48,2,2,16,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7425477504730225,35000,0.2590629160404205,350,0.6147911548614502,700
sweep,comparison,domains.ini,shared_A_C,GPT,35M,7424,70200,350,48,2,2,16,400,0.0006,,False,False,702,1000000.0,False,256,False,0.742725133895874,69498,0.280999094247818,18954,0.6237802505493164,702
sweep,comparison,domains.ini,shared_A_C,GPT,35M,7424,70200,349,48,2,2,16,400,0.0006,,False,False,702,1000000.0,False,256,False,0.742725133895874,69498,0.280999094247818,18954,0.6237802505493164,702
sweep,comparison,domains.ini,shared_A_C,GPT,35M,27136,70200,353,48,2,2,32,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7440034747123718,32292,0.2825142443180084,9828,0.6468031406402588,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,27136,35000,355,48,2,2,32,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7441238760948181,25900,0.265976220369339,350,0.6175986528396606,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,27136,35000,356,48,2,2,32,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7441238760948181,25900,0.265976220369339,350,0.6175986528396606,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,27136,70200,354,48,2,2,32,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7440034747123718,32292,0.2825142443180084,9828,0.6468031406402588,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,103424,70200,357,48,2,2,64,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7450329661369324,14040,0.2844214141368866,5616,0.6444504857063293,702
sweep,comparison,domains.ini,shared_A_C,GPT,35M,103424,35000,359,48,2,2,64,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7436326742172241,4900,0.2808122634887695,3150,0.6235402822494507,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,103424,35000,360,48,2,2,64,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7436326742172241,4900,0.2808122634887695,3150,0.6235402822494507,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,103424,70200,358,48,2,2,64,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7450329661369324,14040,0.2844214141368866,5616,0.6444504857063293,702
sweep,comparison,domains.ini,shared_A_C,GPT,38M,6848,37800,363,12,2,4,16,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7586054801940918,37800,0.2486588060855865,378,0.6318185925483704,756
sweep,comparison,domains.ini,shared_A_C,GPT,38M,6848,37800,364,12,2,4,16,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7586054801940918,37800,0.2486588060855865,378,0.6318185925483704,756
sweep,comparison,domains.ini,shared_A_C,GPT,38M,6848,75800,361,12,2,4,16,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7585121989250183,75800,0.2840245962142944,758,0.6399820446968079,758
sweep,comparison,domains.ini,shared_A_C,GPT,38M,6848,75800,362,12,2,4,16,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7585121989250183,75800,0.2840245962142944,758,0.6399820446968079,758
sweep,comparison,domains.ini,shared_A_C,GPT,38M,25984,37800,367,12,2,4,32,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7586115002632141,33264,0.2637581825256347,378,0.6144996881484985,378
sweep,comparison,domains.ini,shared_A_C,GPT,38M,25984,37800,368,12,2,4,32,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7586115002632141,33264,0.2637581825256347,378,0.6144996881484985,378
sweep,comparison,domains.ini,shared_A_C,GPT,38M,25984,75800,365,12,2,4,32,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7587310075759888,75800,0.2805379927158355,1516,0.6594473123550415,758
sweep,comparison,domains.ini,shared_A_C,GPT,38M,25984,75800,366,12,2,4,32,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7587310075759888,75800,0.2805379927158355,1516,0.6594473123550415,758
sweep,comparison,domains.ini,shared_A_C,GPT,38M,101120,37800,371,12,2,4,64,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7602509260177612,15120,0.2908539772033691,756,0.6291618943214417,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,101120,37800,372,12,2,4,64,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7602509260177612,15120,0.2908539772033691,756,0.6291618943214417,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,101120,75800,369,12,2,4,64,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7616744041442871,11370,0.2826503217220306,1516,0.6291860938072205,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,101120,75800,370,12,2,4,64,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7616744041442871,11370,0.2826503217220306,1516,0.6291860938072205,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,7040,37000,375,24,2,4,16,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7508988380432129,37000,0.2485921084880828,370,0.6405190229415894,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,7040,37000,376,24,2,4,16,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7508988380432129,37000,0.2485921084880828,370,0.6405190229415894,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,7040,74000,373,24,2,4,16,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7508630156517029,74000,0.2884197235107422,740,0.6485023498535156,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,26368,37000,379,24,2,4,32,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7510935068130493,23680,0.2725624740123749,370,0.6090713143348694,370
sweep,comparison,domains.ini,shared_A_C,GPT,37M,26368,37000,380,24,2,4,32,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7510935068130493,23680,0.2725624740123749,370,0.6090713143348694,370
sweep,comparison,domains.ini,shared_A_C,GPT,37M,7040,74000,374,24,2,4,16,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7508630156517029,74000,0.2884197235107422,740,0.6485023498535156,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,26368,74000,377,24,2,4,32,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7524812817573547,65860,0.2870663702487945,740,0.6432188749313354,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,26368,74000,378,24,2,4,32,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7524812817573547,65860,0.2870663702487945,740,0.6432188749313354,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,101888,37000,383,24,2,4,64,400,0.0006,,False,False,370,1000000.0,False,512,False,0.753800630569458,11100,0.288897842168808,740,0.6194164752960205,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,101888,37000,384,24,2,4,64,400,0.0006,,False,False,370,1000000.0,False,512,False,0.753800630569458,11100,0.288897842168808,740,0.6194164752960205,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,101888,74000,381,24,2,4,64,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7528560757637024,14060,0.2858382165431976,2220,0.6194348335266113,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,101888,74000,382,24,2,4,64,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7528560757637024,14060,0.2858382165431976,2220,0.6194348335266113,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,7424,70200,385,48,2,4,16,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7430019378662109,70200,0.2829724252223968,25974,0.6240036487579346,702
sweep,comparison,domains.ini,shared_A_C,GPT,35M,7424,35000,387,48,2,4,16,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7433805465698242,34300,0.2590973079204559,350,0.6145913004875183,700
sweep,comparison,domains.ini,shared_A_C,GPT,35M,7424,35000,388,48,2,4,16,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7433805465698242,34300,0.2590973079204559,350,0.6145913004875183,700
sweep,comparison,domains.ini,shared_A_C,GPT,35M,27136,35000,391,48,2,4,32,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7440359592437744,23800,0.2659048736095428,350,0.6180870532989502,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,7424,70200,386,48,2,4,16,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7430019378662109,70200,0.2829724252223968,25974,0.6240036487579346,702
sweep,comparison,domains.ini,shared_A_C,GPT,35M,27136,70200,389,48,2,4,32,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7441504001617432,18954,0.2815615236759186,9126,0.6468076109886169,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,27136,70200,390,48,2,4,32,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7441504001617432,18954,0.2815615236759186,9126,0.6468076109886169,0
